"Step","ColBERTAttn-2025-12-10_00-28-49 - val/auc","ColBERTAttn-2025-12-10_00-28-49 - val/auc__MIN","ColBERTAttn-2025-12-10_00-28-49 - val/auc__MAX","ColBERTPos-2025-12-10_00-28-50 - val/auc","ColBERTPos-2025-12-10_00-28-50 - val/auc__MIN","ColBERTPos-2025-12-10_00-28-50 - val/auc__MAX","ColBERT-2025-12-10_00-28-49 - val/auc","ColBERT-2025-12-10_00-28-49 - val/auc__MIN","ColBERT-2025-12-10_00-28-49 - val/auc__MAX","ColBERTHier-2025-12-10_00-28-48 - val/auc","ColBERTHier-2025-12-10_00-28-48 - val/auc__MIN","ColBERTHier-2025-12-10_00-28-48 - val/auc__MAX"
"2015","0.48818347398598927","0.48818347398598927","0.48818347398598927","0.49556013245511094","0.49556013245511094","0.49556013245511094","0.7162275228255045","0.7162275228255045","0.7162275228255045","0.48787281440350866","0.48787281440350866","0.48787281440350866"
"2127","0.4888765163358665","0.4888765163358665","0.4888765163358665","0.5064525340133926","0.5064525340133926","0.5064525340133926","0.7129299126562977","0.7129299126562977","0.7129299126562977","0.48787281440350866","0.48787281440350866","0.48787281440350866"
"2239","0.48958801755211856","0.48958801755211856","0.48958801755211856","0.5052675661173873","0.5052675661173873","0.5052675661173873","0.7118890831778327","0.7118890831778327","0.7118890831778327","0.502639233486548","0.502639233486548","0.502639233486548"
"2351","0.48982358601345916","0.48982358601345916","0.48982358601345916","0.4973450323531784","0.4973450323531784","0.4973450323531784","0.707145748903331","0.707145748903331","0.707145748903331","0.502639233486548","0.502639233486548","0.502639233486548"
"2463","0.49073234059347814","0.49073234059347814","0.49073234059347814","0.4987315211243552","0.4987315211243552","0.4987315211243552","0.7039340582819678","0.7039340582819678","0.7039340582819678","","",""
"2575","0.4900392002330647","0.4900392002330647","0.4900392002330647","0.503447392452188","0.503447392452188","0.503447392452188","0.70980119630376","0.70980119630376","0.70980119630376","","",""
"2687","0.4889571072583743","0.4889571072583743","0.4889571072583743","0.5046706787434139","0.5046706787434139","0.5046706787434139","0.7025665371978428","0.7025665371978428","0.7025665371978428","","",""
"2799","0.4931180698971166","0.4931180698971166","0.4931180698971166","0.49945710959365247","0.49945710959365247","0.49945710959365247","0.7063042860069191","0.7063042860069191","0.7063042860069191","","",""
"2911","0.4930967434958544","0.4930967434958544","0.4930967434958544","0.49358012488392194","0.49358012488392194","0.49358012488392194","0.7006946608961885","0.7006946608961885","0.7006946608961885","","",""
"3023","0.4917151776438348","0.4917151776438348","0.4917151776438348","0.5051227810845909","0.5051227810845909","0.5051227810845909","0.7059451711598919","0.7059451711598919","0.7059451711598919","","",""
"3135","0.4908617030372722","0.4908617030372722","0.4908617030372722","0.49957756315263857","0.49957756315263857","0.49957756315263857","0.6966189281791182","0.6966189281791182","0.6966189281791182","","",""
"3247","0.4918545985986969","0.4918545985986969","0.4918545985986969","0.5051266945296248","0.5051266945296248","0.5051266945296248","0.699132358027289","0.699132358027289","0.699132358027289","","",""
"3359","0.4920305512317518","0.4920305512317518","0.4920305512317518","0.5011180529791525","0.5011180529791525","0.5011180529791525","0.6975590083649278","0.6975590083649278","0.6975590083649278","","",""
"3471","0.49210131145764296","0.49210131145764296","0.49210131145764296","","","","0.6925055920622204","0.6925055920622204","0.6925055920622204","","",""
"3583","0.49210131145764296","0.49210131145764296","0.49210131145764296","","","","0.6989879398758961","0.6989879398758961","0.6989879398758961","","",""
"3695","0.49210131145764296","0.49210131145764296","0.49210131145764296","","","","0.6959779041396618","0.6959779041396618","0.6959779041396618","","",""
"3807","0.4921679421765843","0.4921679421765843","0.4921679421765843","","","","0.6934925823848438","0.6934925823848438","0.6934925823848438","","",""
"3919","0.49228304413389684","0.49228304413389684","0.49228304413389684","","","","0.6945912463648163","0.6945912463648163","0.6945912463648163","","",""
"4031","0.4920587232076404","0.4920587232076404","0.4920587232076404","","","","0.691232459791422","0.691232459791422","0.691232459791422","","",""
"4143","0.4922492832942117","0.4922492832942117","0.4922492832942117","","","","","","","","",""
"4255","0.49151482251102047","0.49151482251102047","0.49151482251102047","","","","","","","","",""
"4367","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"4479","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"4591","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"4703","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"4815","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"4927","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
"5039","0.49165781388637","0.49165781388637","0.49165781388637","","","","","","","","",""
